branch,beta,u0,v0,u_min,u_max,mu1_real,mu1_imag,mu1_abs,mu2_real,mu2_imag,mu2_abs,shooting_residual,liouville_defect,newton_iterations
zero,0.1,-0.04855821681650494,0.008510220781811167,-0.04929784522819354,0.04929784523169192,193.99785012988542,0.0,193.99785012988542,0.000571662409157625,0.0,0.000571662409157625,4.138356324290271e-14,1.0665787697483609e-11,5
zero,0.11,-0.053424207965149004,0.009365923889204717,-0.05423838573196922,0.05423838573958627,193.53906732201938,0.0,193.53906732201938,0.0005730175303284568,0.0,0.0005730175303284568,6.147166109471414e-14,1.863217913289361e-11,5
zero,0.12,-0.05829311049663097,0.01022296818917113,-0.05918200575412171,0.059182005767489436,193.03770345836253,0.0,193.03770345836253,0.0005745057902828421,0.0,0.0005745057902828421,7.260164691658133e-14,1.5222795246572218e-11,5
zero,0.13,-0.06316519173331817,0.011081477319859154,-0.06412898815748004,0.06412898817765546,192.49405918293292,0.0,192.49405918293292,0.0005761283171352716,0.0,0.0005761283171352716,9.094114350460814e-14,1.2288572937002584e-11,5
zero,0.14,-0.06804071969246277,0.011941575368610688,-0.06907961656682994,0.06907961659412795,191.90846008232927,0.0,191.90846008232927,0.0005778863440184523,0.0,0.0005778863440184523,1.1571299474155694e-13,1.742427035988925e-11,5
zero,0.15,-0.07291996314547627,0.012803386910525945,-0.07403417543408612,0.07403417546749301,191.28125638980327,0.0,191.28125638980327,0.000579781210518604,0.0,0.000579781210518604,1.2663481374630692e-13,1.180956721302806e-11,5
zero,0.16,-0.0778031916775334,0.013667037047302356,-0.07899295010258804,0.07899295014178842,190.61282266730115,0.0,190.61282266730115,0.0005818143649776175,0.0,0.0005818143649776175,1.5648593532091581e-13,9.647102561238796e-12,5
zero,0.17,-0.0826906757475341,0.014532651446369624,-0.08395622687422676,0.0839562269186568,189.90355746585402,0.0,189.90355746585402,0.000583987366340466,0.0,0.000583987366340466,1.670330540548548e-13,1.6036214023351647e-11,5
zero,0.18,-0.08758268674844881,0.015400356380346047,-0.08892429307514224,0.08892429312412135,189.15388296472298,0.0,189.15388296472298,0.0005863018862726221,0.0,0.0005863018862726221,1.8803014700807807e-13,1.1330963944899963e-11,5
zero,0.19,-0.09247949706807564,0.016270278766835424,-0.09389743712268524,0.09389743717533412,188.36424458970458,0.0,188.36424458970458,0.000588759711831699,0.0,0.000588759711831699,1.7939816299161748e-13,3.227348943646291e-12,5
zero,0.2,-0.09738138015023429,0.017142546208590858,-0.09887594859242271,0.09887594864772228,187.53511061106747,0.0,187.53511061106747,0.0005913627481106687,0.0,0.0005913627481106687,1.89306903486397e-13,1.2389936299150861e-11,5
zero,0.21,-0.10228861055642906,0.018017287034067228,-0.10386011828604445,0.1038601183429887,186.66697172155915,0.0,186.66697172155915,0.0005941130203979128,0.0,0.0005941130203979128,1.6679713166212196e-13,1.1305845148967819e-11,5
zero,0.22,-0.10720146402800058,0.018894630338386068,-0.10885023829956084,0.10885023835707484,185.7603405950112,0.0,185.7603405950112,0.0005970126778436224,0.0,0.0005970126778436224,1.7197354651443675e-13,1.4237305778763698e-11,5
zero,0.23,-0.11212021754880462,0.019774706024738724,-0.11384660209234845,0.11384660214914565,184.81575142602088,0.0,184.81575142602088,0.0006000639962309151,0.0,0.0006000639962309151,1.3153367284246542e-13,5.164257910195147e-12,5
zero,0.24,-0.11704514940843792,0.020657644846250534,-0.1188495045564905,0.11884950461131438,183.83375945128412,0.0,183.83375945128412,0.0006032693815569701,0.0,0.0006032693815569701,1.299793606079902e-13,9.272901890788887e-12,5
zero,0.25,-0.1219765392660462,0.021543578448333094,-0.123859242087014,0.12385924213873338,182.81494045308358,0.0,182.81494045308358,0.000606631373202049,0.0,0.000606631373202049,1.0975942377200454e-13,3.881978072328707e-12,5
