branch,beta,u0,v0,u_min,u_max,mu1_real,mu1_imag,mu1_abs,mu2_real,mu2_imag,mu2_abs,shooting_residual,liouville_defect,newton_iterations
plus,0.3,1.250455692481482,0.4737162963182471,1.0379550608839059,2.3415207223897587,0.07579210374096663,0.3242789468622652,0.33301843547704874,0.07579210374096663,-0.3242789468622652,0.33301843547704874,2.6754154447417022e-12,3.3860414472286493e-12,3
plus,0.31,1.2317277849668118,0.4838140993857581,1.0164770655451911,2.357147981837411,0.06623792651470153,0.3263645438133605,0.33301843547688154,0.06623792651470153,-0.3263645438133605,0.33301843547688154,3.950839655431082e-12,3.274630566707515e-12,3
plus,0.32,1.2128798690919707,0.4934179295588204,0.995199950971704,2.372375717998161,0.05615924451433338,0.3282490177031591,0.33301843547694104,0.05615924451433338,-0.3282490177031591,0.33301843547694104,5.097477995263944e-12,3.314334917625672e-12,3
plus,0.33,1.1939227703418274,0.5025229577542378,0.9741302717986865,2.3872005419047495,0.04553786985081876,0.3298902556561184,0.3330184354767905,0.04553786985081876,-0.3298902556561184,0.3330184354767905,6.0325078266032506e-12,3.2140540229264047e-12,3
plus,0.34,1.174867852496196,0.5111256215188195,0.9532741544843921,2.401617243613864,0.034355582199324504,0.33124156191356013,0.33301843547646043,0.034355582199324504,-0.33124156191356013,0.33301843547646043,6.6913141694158185e-12,2.994202108475008e-12,3
plus,0.35000000000000003,1.155726950457962,0.5192236538457511,0.9326372721530238,2.415619156773795,0.02259420449858885,0.3322510801942186,0.3330184354763999,0.02259420449858885,-0.3322510801942186,0.3330184354763999,7.065459328714496e-12,2.9539148904689227e-12,3
plus,0.36,1.1365122979128353,0.5268161014498668,0.9122248217143039,2.4292025511850683,0.010235680649250858,0.3328610959676252,0.33301843547635923,0.010235680649250858,-0.3328610959676252,0.33301843547635923,9.998002425959385e-12,2.926825448668069e-12,3
plus,0.37,1.1172364508550625,0.5339033320225957,0.892041503641946,2.4423643592767488,-0.002737845426972571,0.3330071809578385,0.33301843547627896,-0.002737845426972571,-0.3330071809578385,0.33301843547627896,2.6645352591003757e-15,2.8733959656079833e-12,4
plus,0.38,1.0979122080198571,0.5404870302746072,0.8720915050334782,2.4551021833485716,-0.01634395004301191,0.3326171277365296,0.3330184354757366,-0.01634395004301191,-0.3326171277365296,0.3330184354757366,8.881784197001252e-16,2.512143271182765e-12,4
plus,0.39,1.0785525295822134,0.5465701825951328,0.8523784860691896,2.4674142967239914,-0.030599849936789485,0.3316096011134966,0.3330184354758852,-0.030599849936789485,-0.3316096011134966,0.3330184354758852,1.4432899320127035e-15,2.6111335316159057e-12,4
plus,0.4,1.059170455101263,0.552157050703227,0.8329055703170527,2.4792996404375947,-0.045522323098054415,0.3298924013474831,0.33301843547625487,-0.045522323098054415,-0.3298924013474831,0.33301843547625487,2.4424906541753444e-15,2.8572422205996872e-12,4
